N;P;K;temperature;humidity;ph;rainfall;label
122;48;16;2.465.425.757;756.350.708;6.307.585.854;6.182.980.133;cotton
108;46;17;243.017.998;8.487.668.973;693.221.485;650.247.867;cotton
132;41;22;2.429.144.926;8.102.453.404;7.810.865.753;9.041.694.635;cotton
103;42;17;2.429.470.232;8.461.527.627;6.527.541.661;8.105.902.285;cotton
133;50;25;2.572.180.042;8.119.666.206;7.569.454.601;9.993.100.821;cotton
127;37;18;2.487.663.664;7.630.050.373;7.041.065.585;919.223.468;cotton
110;39;25;2.260.612.115;7.734.264.002;7.208.795.456;7.513.617.229;cotton
131;38;19;2.386.814.008;7.568.339.729;6.814.341.946;904.547.185;cotton
108;38;24;2.341.022.496;7.643.836.957;7.442.217.061;7.882.199.603;cotton
122;40;17;2.496.440.768;8.131.677.618;6.854.558.957;8.003.995.829;cotton
111;50;15;2.516.820.129;8.030.351.815;7.884.550.475;8.462.419.032;cotton
140;40;17;2.272.767.171;7.707.598.065;6.006.085.786;7.755.176.318;cotton
100;40;20;2.245.145.981;7.625.674.874;7.432.043.735;8.684.998.693;cotton
123;50;16;2.304.920.461;7.553.835.214;6.498.052.108;7.065.644.296;cotton
107;36;21;2.529.250.148;7.566.653.335;6.205.263.534;6.264.174.227;cotton
118;50;19;2.295.604.064;8.233.733.678;6.360.812.227;6.648.339.303;cotton
103;51;20;2.280.213.132;8.414.668.447;70.466.074.339.999.900;916.389.565;cotton
133;57;19;2.354.234.715;7.598.203.329;7.947.011.366;8.412.536.744;cotton
129;47;20;2.441.212.325;8.080.343.786;6.281.913.857.999.990;9.860.457.373;cotton
116;52;19;2.294.276.687;7.537.170.612;6.114.525.877;6.708.022.574;cotton
114;40;23;2.553.676.123;8.113.668.716;67.539.780.610.000.000;954.262.599;cotton
131;60;17;2.532.023.717;8.179.475.917;74.250.413.160.000.000;8.346.532.547;cotton
107;43;18;22.426.733;8.153.480.799;6.745.104.394;6.554.475.812;cotton
123;44;21;2.578.544.484;7.500.539.324;76.411.165.689.999.900;9.139.578.861;cotton
112;49;25;2.568.959.532;7.790.621.048;6.470.135.478;6.619.426.787;cotton
119;44;15;2.214.593.688;8.285.975.490.000.000;7.091.992.365;6.065.381.719;cotton
130;59;19;2.507.278.712;8.250.257.909;6.520.403.794;9.351.042.684;cotton
127;53;24;2.221.506.982;7.617.851.932;6.127.939.627.999.990;7.040.557.612;cotton
134;52;18;239.643.129;7.659.175.937;7.994.679.507.000.000;7.613.090.645;cotton
109;36;18;2.540.059.227;7.653.237.965;7.524.707.577;6.251.388.670.000.000;cotton
100;48;17;237.805.123;8.303.878.838;7.827.877.817.999.990;6.626.555.904;cotton
132;52;19;2.416.402.322;767.433.897;6.436.691.764;6.194.626.051;cotton
102;37;25;2.531.468.463;7.791.757.121;5.907.930.899;7.282.902.109;cotton
111;39;22;2.260.361.557;8.035.090.459.999.990;6.135.025.006;8.857.395.505;cotton
117;51;15;229.535.715;7.871.555.832;6.044.556.594;9.975.336.197;cotton
136;36;24;2.274.446.976;8.041.198.458;759.781.958;9.007.326.633;cotton
134;56;18;2.380.834.611;8.391.902.605;6.691.268.104;7.097.358.303;cotton
112;54;15;2.546.228.792;8.156.641.891;61.754.923.060.000.000;7.688.582.484;cotton
105;56;15;2.596.779.712;8.197.904.282;7.272.316.208.999.990;7.414.169.043;cotton
140;45;15;255.308.271;8.004.662.756;5.801.047.545;9.939.557.151;cotton
126;46;25;2.443.847.399;8.169.801.729;6.757.457.943;6.079.645.852;cotton
106;49;24;2.303.887.865;7.647.039.772;6.983.395.572.999.990;9.064.770.699;cotton
121;53;19;2.351.308.653;7.672.621.429;7.976.889.497.999.990;8.011.272.117;cotton
108;60;17;2.275.805.656;7.675.768.356;6.558.902.588;9.776.600.619;cotton
116;56;17;2.471.252.544;777.293.114;7.979.090.365;8.524.963.302;cotton
100;52;19;2.345.969.093;8.244.777.468;7.903.528.672.999.990;9.350.153.555;cotton
129;43;16;255.503.704;7.785.055.621;673.210.948;7.858.488.484;cotton
118;44;23;2.208.458.267;8.282.904.143;66.916.904.760.000.000;6.706.459.777;cotton
117;43;25;2.468.854.799;7.851.206.972;7.839.849.298;6.931.153.566;cotton
126;37;21;2.584.997.269;8.416.855.231;661.448.588;7.703.421.249;cotton
120;48;16;2.246.054.478;7.540.989.245;7.456.971.816;7.185.436.078;cotton
102;45;16;2.365.629.976;7.752.425.987;72.942.193;748.984.994;cotton
131;56;20;2.200.817.088;8.183.896.111;7.762.647.875;9.223.645.249;cotton
114;40;17;2.432.630.461;8.013.456.404;6.363.406.102.000.000;6.945.072.055;cotton
101;37;18;2.292.360.984;8.268.738.535;763.737.841;9.291.915.074;cotton
106;46;20;2.343.821.725;7.863.388.824;62.006.719.760.000.000;8.115.072.105;cotton
113;38;20;2.210.718.988;7.858.320.116;6.364.729.934;7.494.136.567;cotton
102;53;21;2.303.814.028;7.611.021.529;6.913.678.684;9.149.697.481;cotton
110;39;18;2.454.795.322;7.539.752.705;7.766.259.768.999.990;6.388.079.866;cotton
107;58;15;2.373.868.041;7.577.503.808;755.606.399;7.663.669.195;cotton
120;60;15;2.231.871.914;8.386.129.998;7.288.377.241;6.535.747.011;cotton
89;47;38;2.552.468.965;7.224.850.829;6.002.524.871;1.518.869.972;jute
60;37;39;2.659.104.992;8.294.164.078;6.033.485.257.000.000;1.612.469.997;jute
63;41;45;2.529.781.791;8.688.705.350.000.000;71.219.335.789.999.900;1.966.249.511;jute
86;40;39;2.572.100.868;8.816.513.579;6.207.459.637;17.560.866.969.999.900;jute
96;41;40;2.358.419.277;7.200.460.848;6.090.060.478;1.904.242.157;jute
100;35;36;2.531.042.337;7.201.364.411;6.346.715.209;1.905.577.618;jute
63;37;43;2.341.798.979;8.508.640.476;6.661.957.897.000.000;1.857.446.728;jute
70;43;40;2.435.564.134;8.880.391.021;6.176.860.192;16.911.680.280.000.000;jute
67;55;44;26.284.017;7.514.640.198;7.251.847.296;1.822.685.447;jute
74;40;40;2.513.842.773;8.312.053.888;6.386.259.977.999.990;16.933.884.650.000.000;jute
89;53;44;2.488.692.811;7.191.711.523;7.319.735.475;1.502.498.675;jute
74;46;45;2.575.734.909;8.836.668.522;6.025.028.997.000.000;1.894.263.485;jute
89;41;38;2.312.844.351;7.468.322.732;6.344.751.947.000.000;19.983.629.130.000.000;jute
60;55;40;249.949.957;8.895.692.783;702.777.956;1.514.935.635;jute
67;43;38;2.521.622.704;7.088.259.632;7.299.304.715;1.958.645.552;jute
70;38;35;2.439.736.241;7.926.861.738;7.014.063.944;1.642.697.011;jute
74;49;38;2.331.410.442;714.509.053;74.880.144.039.999.900;16.449.703.730.000.000;jute
90;40;39;2.572.668.885;8.186.171.563;6.626.503.893;1.919.649.389;jute
82;35;44;2.696.656.378;7.821.047.693;6.239.011;1.698.391.177;jute
73;45;37;2.370.467.146;7.463.745.355;6.742.688.094;1.812.783.964;jute
85;53;38;2.490.075.709;7.384.186.449;6.588.017.308;1.538.990.984;jute
81;56;36;2.339.605.743;7.260.512.854;7.097.586.415;17.478.764.109.999.900;jute
84;55;38;268.748.389;7.978.725.152;6.956.682.742.999.990;1.731.017.097;jute
80;45;42;231.426.498;7.499.739.774;7.380.396.262;1.519.035.477;jute
76;54;45;2.429.496.635;7.762.976.013;6.176.618.831;1.849.800.516;jute
76;56;39;2.439.459.498;8.989.106.506;6.551.130.445;1.971.220.049;jute
81;40;45;257.629.429;8.076.238.215;6.427.726.565;1.745.071.843;jute
76;44;45;254.879.684;8.448.235.878;6.740.947.635;1.687.848.886;jute
69;47;40;2.537.122.686;762.403.666;6.130.136.384;1.838.270.791;jute
82;40;45;2.621.312.799;8.170.476.368;6.667.633.355;1.801.237.765;jute
69;57;35;2.430.748.599;7.854.340.987;61.868.143.920.000.000;1.862.337.571;jute
81;36;38;2.376.554.749;8.798.329.901;6.334.837.865;15.031.661.519.999.900;jute
67;60;38;2.479.853.023;7.853.037.059;716.214.284;1.622.847.429;jute
72;51;40;2.320.683.504;7.409.956.958;7.422.318.499;1.994.766.779;jute
65;39;45;2.366.805.429;7.089.000.744;6.768.001.309;1.844.633.281;jute
78;50;43;2.512.417.673;8.572.530.641;6.348.441.469;1.595.718.087;jute
77;52;41;2.389.069.041;8.346.409.075;6.097.294.061;16.772.306.319.999.900;jute
89;52;42;2.309.433.785;8.145.139.295;614.132.902;1.966.587.013;jute
62;49;37;2.421.744.605;8.285.284.045;7.479.248.124;16.613.658.859.999.900;jute
90;48;45;2.406.475.727;7.131.342.851;65.091.747.889.999.900;15.363.902.119.999.900;jute
66;47;36;2.485.441.411;7.444.070.479.999.990;657.256.106;175.572.958;jute
80;52;39;2.641.915.161;7.685.691.248;7.165.696.848;1.972.101.782;jute
89;52;45;2.489.326.318;7.701.222.585;7.207.457.207.999.990;196.469.984;jute
77;51;44;2.325.583.402;827.015.932;7.124.333.547.000.000;1.662.160.846;jute
94;37;41;247.634.518;8.706.071.115;64.635.387.070.000.000;1.791.630.865;jute
75;41;35;2.497.042.599;7.862.697.699;6.856.833.064;1.666.415.254;jute
60;55;36;2.612.797.248;8.049.172.597;7.132.389.299;1.506.326.874;jute
62;56;35;2.597.825.807;8.165.769.588;6.235.357.637.999.990;1.633.488.091;jute
84;40;42;262.830.571;7.335.763.537;6.704.273.839;1.866.898.282;jute
100;56;40;2.638.905.406;8.331.240.346;7.433.313.409;1.761.516.409;jute
75;56;44;252.746.335;737.459.581;6.109.478.059;1.680.432.282;jute
78;46;42;2.309.499.564;7.845.959.697;7.095.413.294;1.553.851.533;jute
82;48;36;2.579.351.957;8.176.904.006;6.352.076.782.999.990;1.932.418.382;jute
100;58;41;2.317.403.323;8.788.255.345;66.587.699.910.000.000;1.606.217.342;jute
88;50;40;2.563.215.038;7.995.150.917;70.518.224.720.000.000;1.822.582.277;jute
67;41;40;25.848.795.000.000.000;8.781.661.683;7.333.143.205;1.526.194.403;jute
72;42;43;2.656.767.277;8.090.424.543;6.352.771.037;1.812.915.605;jute
89;40;43;2.624.532.085;7.297.198.375;7.124.050.134;1.899.711.184;jute
89;57;43;2.691.515.043;7.319.897.535;6.998.787.171;17.722.330.480.000.000;jute
61;41;44;2.436.972.377;8.211.319.791;6.537.914.957.999.990;15.992.109.340.000.000;jute
79;45;43;2.571.901.283;7.915.532.398;7.171.054.239;1.871.735.424;jute
84;40;43;2.501.157.559;8.833.130.229.999.990;7.228.268.227.999.990;1.694.168.014;jute
98;43;35;2.540.785.911;7.644.048.625;7.319.952.206;1.886.372.826;jute
75;36;44;2.328.081;7.427.607.475;6.613.341.342.999.990;1.537.447.398;jute
89;58;35;2.398.651.719;8.209.053.379;6.096.838.784;1.670.576.456;jute
91;41;37;2.448.556.447;8.320.630.007;6.132.570.522.999.990;1.922.316.221;jute
77;48;36;2.586.705.009;8.409.985.284;736.008.498;15.483.908.469.999.900;jute
66;58;35;235.643.831;7.946.283.115;7.321.619.041;18.525.947;jute
62;59;41;242.248.758;7.489.465.426;7.175.170.657.000.000;1.924.931.257;jute
82;35;35;2.549.386.782;8.697.061.481;7.299.076.163;1.765.268.267;jute
61;41;35;2.497.178.693;7.947.557.931;6.842.966.478.999.990;1.957.571.622;jute
99;57;38;2.480.624.984;8.209.281.674;6.356.295.567.999.990;1.563.616.174;jute
70;42;43;2.316.814.977;7.666.724.969;6.508.342.839;1.571.215.052;jute
90;59;35;2.425.133.493;8.986.454.053;7.098.227.926;1.751.742.112;jute
73;43;42;2.658.361.011;7.800.774.772;6.310.699.968;1.548.238.864;jute
67;46;44;2.682.489.244;7.820.392.774;7.093.328.631;15.391.998.069.999.900;jute
84;37;42;2.549.674.786;8.113.449.097;6.691.074.249;16.992.882.340.000.000;jute
72;41;36;2.409.874.353;8.057.226.761;6.187.746.776;1.768.604.109;jute
71;56;37;2.318.866.654;8.620.899.734;6.491.506.245;176.103.677;jute
64;53;38;2.624.347.471;7.851.063.754;6.855.362.875;1.834.065.252;jute
65;54;39;2.375.091.572;7.114.782.585;7.124.571.593;1.600.889.553;jute
60;58;37;2.613.871.511;791.188.943;6.067.302.109;1.714.892.533;jute
86;39;43;2.614.576.648;7.123.690.851;6.432.051.512;1.931.007.598;jute
90;50;44;2.691.643.698;7.348.655.995;6.253.408.852.000.000;1.714.716.375;jute
91;38;36;265.232.969;7.717.331.847;7.287.318.722.999.990;1.578.548.562;jute
87;48;38;2.381.579.631;8.094.023.552;7.161.865.733;190.312.216;jute
72;41;36;2.650.838.667;8.684.264.005;6.065.898.282.999.990;1.529.801.697;jute
71;54;35;2.663.952.463;7.095.705.996;7.311.077.075;1.993.355.744;jute
82;46;41;23.325.013.100.000.000;7.979.609.448;6.581.693.772;1.873.096.148;jute
71;52;43;2.647.549.543;7.396.164.569;6.732.826.127;1.802.513.601;jute
80;43;43;2.378.756.036;7.436.794.079;6.014.572.075;17.264.426.540.000.000;jute
77;55;43;2.549.941.707;7.599.987.588;6.663.559.451;19.371.418.280.000.000;jute
95;57;41;2.324.925.555;7.365.346.838;6.434.610.995;1.847.674.863;jute
63;47;35;2.698.582.182;8.905.587.886;7.432.768.147.000.000;1.938.778.713;jute
93;43;38;2.361.475.336;8.614.290.267;6.987.332.927.000.000;1.502.355.238;jute
87;44;43;2.387.484.465;8.679.261.344;6.718.725.189;1.775.147.313;jute
88;52;39;2.392.887.902;8.807.112.278;6.880.204.617;1.546.608.736;jute
90;39;37;2.481.441.246;8.168.688.879;686.106.911;1.907.886.386;jute
90;39;43;2.444.743.944;82.286.484;67.693.455;1.909.684.885;jute
84;38;43;2.657.421.679;7.381.994.896;726.158.085;1.593.223.075;jute
91;21;26;2.633.377.983;5.736.469.955;7.261.313.694;1.916.549.412;coffee
107;21;26;2.645.288.458;5.532.222.678;7.235.070.264;14.468.613.359.999.900;coffee
83;38;35;2.570.822.684;5.288.667.115;718.915.558;13.673.250.919.999.900;coffee
108;24;31;2.412.832.546;5.618.107.663;6.431.899.747.999.990;14.727.578.180.000.000;coffee
116;28;34;2.344.372.334;6.039.523.266;642.321.105;1.222.103.248;coffee
116;23;25;234.123.707;5.226.994.674;6.869.720.196;1.393.670.753;coffee
109;31;27;2.305.951.896;5.040.609.436;6.973.839.707.000.000;1.644.971.875;coffee
89;25;34;2.307.895.447;6.365.861.483;7.184.801.627.000.000;1.298.765.443;coffee
118;18;32;276.496.114;5.111.044.023;6.351.823.783;1.228.392.822;coffee
111;32;34;2.546.743.689;6.935.161.206;6.392.048.018;17.137.644.619.999.900;coffee
84;36;28;267.350.622;5.555.164.819;6.119.892.347;14.063.052.130.000.000;coffee
85;33;25;2.620.811.417;5.250.987.966;6.910.823.945;1.890.944.824;coffee
99;15;27;270.424.167;5.727.927.475;6.501.157.208;1.656.872.119;coffee
81;30;31;2.465.090.184;5.193.952.357;70.275.855.589.999.900;1.351.386.537;coffee
95;39;29;2.735.152.643;5.599.375.012;713.411.409;14.898.125.249.999.900;coffee
81;34;30;2.517.787.724;6.226.244.581;66.477.659.970.000.000;1.350.119.649;coffee
80;15;28;2.311.438.731;6.800.096.043;6.703.270.635;1.618.944.624;coffee
104;20;26;2.722.783.677;5.295.261.751;7.493.191.968;1.757.260.273;coffee
109;29;28;2.326.316.991;6.051.600.210.000.000;6.724.688.502.999.990;1.941.755.471;coffee
100;32;26;25.234.661;5.753.161.469;6.043.485.685;1.242.261.737;coffee
100;24;28;2.559.535.262;5.772.920.846;7.101.661.011;1.957.733.251;coffee
83;21;28;255.674.832;6.049.244.602;7.466.900.682.999.990;1.902.257.843;coffee
120;23;28;2.567.324.193;5.129.043.632;6.877.799.264;1.962.736.367;coffee
104;26;30;2.440.726.724;6.265.692.638;6.410.992.833;1.486.977.358;coffee
108;33;31;2.369.287.069;6.676.090.123;7.393.825.704;1.446.576.424;coffee
91;25;26;2.453.460.016;6.699.765.375;7.482.414.225;1.805.059.257;coffee
86;26;27;2.713.140.403;5.289.368.299;6.081.172.981;1.924.280.381;coffee
98;18;27;2.756.088.634;6.849.299.897;6.516.312.148;16.743.580.749.999.900;coffee
111;27;31;2.359.302.313;5.527.564.977;60.433.309.510.000.000;1.913.980.675;coffee
84;39;35;2.317.714.381;5.213.864.034;6.959.404.135;1.173.113.562;coffee
98;27;27;2.471.384.065;5.129.142.534;7.238.109.556;1.976.439.711;coffee
118;21;34;2.438.534.644;6.472.543.073;7.234.258.375;1.196.324.109;coffee
103;27;31;2.715.998.538;5.159.100.753;6.691.541.233;1.261.752.206;coffee
82;24;33;2.653.543.168;6.709.608.099;6.809.593.554;1.206.494.434;coffee
86;31;35;2.701.207.284;6.076.645.256;6.485.761.419;1.914.508.931;coffee
88;35;35;2.755.906.475;5.845.742.907;6.784.460.602;1.179.389.993;coffee
84;27;29;2.332.293.161;5.300.366.334;7.167.092.586;16.826.442.869.999.900;coffee
120;40;33;2.423.850.608;5.430.329.632;673.410.539;1.151.564.012;coffee
106;40;30;2.342.611.644;6.410.651.528;6.779.984.384;1.226.847.408;coffee
113;21;33;2.602.241.444;5.583.288.958;7.277.422.737.999.990;17.690.209.240.000.000;coffee
117;34;25;2.483.846.178;567.685.316;721.270.048;1.244.135.035;coffee
80;30;25;2.624.092.174;6.564.381.357;7.487.266.991;14.837.712.019.999.900;coffee
88;21;27;2.443.011.925;6.602.411.187;7.231.166.546;1.816.368.274;coffee
113;33;34;2.600.373.964;62.144.510.200.000.000;6.559.817.161.000.000;153.477.776;coffee
87;23;28;2.622.367.404;6.226.594.559;6.979.590.627;1.937.461.968;coffee
113;15;29;2.709.617.155;6.355.324.262;6.779.230.041;1.902.440.566;coffee
98;29;30;2.564.004.392;6.103.273.481;6.217.974.349;1.994.735.636;coffee
97;29;27;2.774.576.987;5.436.976.075;7.205.078.785;1.398.619.431;coffee
85;35;32;2.624.928.198;5.428.617.819;6.854.011.265;1.331.120.232;coffee
82;29;35;2.667.377.159;5.224.226.285;6.246.872.394;15.615.438.980.000.000;coffee
103;33;25;2.710.210.397;5.574.973.320.000.000;6.911.066.044;1.395.013.171;coffee
112;17;28;2.762.975.458;6.126.002.598;6.777.417.989;1.966.492.664;coffee
99;19;33;27.536.454.700.000.000;5.551.673.151;6.273.741.983;1.306.377.143;coffee
120;20;34;2.356.960.509;5.056.339.727;6.906.124.587.000.000;1.303.797.119;coffee
114;27;28;2.499.451.759;5.793.250.202;7.162.802.357;1.928.736.822;coffee
100;40;35;2.756.441.788;5.441.094.079;69.557.873.510.000.000;177.816.092;coffee
108;35;25;2.398.143.338;6.110.935.084;6.971.963.169;1.615.279.095;coffee
115;31;30;2.422.984.659;6.737.768.353;6.840.927.967.000.000;1.224.073.418;coffee
87;28;30;2.560.153.969;6.866.257.977;6.536.676.653;1.688.383.605;coffee
82;24;26;2.431.274.458;5.357.285.558;6.089.443.602.999.990;1.844.103.931;coffee
94;26;27;2.636.629.861;5.225.738.495;7.456.460.375;17.731.761.609.999.900;coffee
87;28;35;265.602.777;571.621.814;6.759.211.911;1.520.616.227;coffee
118;40;35;2.635.034.208;5.850.650.238;7.460.174.812.000.000;1.215.586.297;coffee
87;38;29;2.520.406.808;5.788.370.456;6.652.642.579;1.561.457.255;coffee
92;40;30;2.335.723.208;5.518.792.166;6.026.287.448;1.716.976.946;coffee
97;22;26;2.360.567.546;5.968.849.145;6.074.190.142.000.000;1.851.568.059;coffee
99;40;32;2.418.471.151;6.994.807.345;70.455.430.560.000.000;16.327.087.319.999.900;coffee
89;28;33;2.644.414.097;5.383.876.189;69.932.360.010.000.000;1.753.723.314;coffee
112;39;29;2.612.492.233;6.337.479.229;6.726.528.895;1.478.035.305;coffee
111;28;26;2.777.363.343;6.447.858.698;6.937.352.845;1.927.121.236;coffee
114;20;26;2.555.656.667;6.267.087.838;727.905.689;1.935.866.233;coffee
117;26;30;2.792.374.437;6.796.910.852;7.079.850.922;1.152.325.531;coffee
111;29;31;2.605.968.403;5.231.098.539;6.136.286.518;1.613.432.535;coffee
119;30;28;2.635.770.906;6.457.578.034;65.052.036.960.000.000;16.362.694.960.000.000;coffee
116;40;33;2.491.370.487;5.415.319.242;7.042.089.492.000.000;1.295.481.144;coffee
95;37;35;2.731.317.116;6.842.333.909.999.990;6.348.337.518.999.990;1.924.288.139;coffee
86;40;33;261.387.869;5.226.311.691;7.432.322.234;1.363.027.766;coffee
117;37;32;231.069.385;6.706.230.539;6.787.658.922;16.257.696.059.999.900;coffee
105;18;35;2.352.648.086;6.844.030.686;6.743.417.121;1.718.839.938;coffee
109;23;25;2.511.711.046;6.848.030.408;700.733.163;1.948.773.479;coffee
80;18;31;2.402.952.505;5.884.880.599;7.303.033.217;1.346.803.969;coffee
101;31;26;2.670.897.548;6.971.184.111;6.861.235.184;15.886.088.869.999.900;coffee
103;33;33;2.671.717.393;5.050.148.528;7.131.435.858;1.268.073.984;coffee
93;26;27;2.459.245.684;5.646.829.641;7.288.211.994;13.770.440.469.999.900;coffee
104;35;28;2.751.006.055;5.066.687.215;6.983.732.393;1.439.955.548;coffee
116;36;25;2.757.847.581;5.852.534.263;6.172.090.205;1.566.810.374;coffee
107;38;29;2.665.069.302;5.756.695.719;635.118.177;145.105.065;coffee
101;33;33;2.697.251.562;620.183.627;69.086.713.789.999.900;1.428.610.793;coffee
107;31;31;2.317.124.551;5.297.841.162;6.766.184.468;15.312.016.440.000.000;coffee
99;16;30;2.352.652.084;6.544.340.921;6.392.791.654;1.861.728.203;coffee
103;40;30;2.730.901.814;55.196.224;63.483.162.570.000.000;14.148.316.440.000.000;coffee
118;31;34;2.754.823.036;6.288.179.198;6.123.796.057.000.000;1.814.170.812;coffee
106;21;35;25.627.355;5.704.151.119;74.285.236.339.999.900;1.885.506.536;coffee
116;38;34;2.329.250.318;5.004.557.009;6.020.947.179;183.468.585;coffee
97;35;26;2.491.461.008;5.374.144.743;6.334.610.249;1.662.549.307;coffee
107;34;32;2.677.463.708;664.132.686;678.006.386;1.777.745.075;coffee
99;15;27;2.741.711.238;5.663.636.248;6.086.922.359;12.792.461.000.000.000;coffee
118;33;30;2.413.179.691;6.722.512.329;6.362.607.851;17.332.283.859.999.900;coffee
117;32;34;262.724.184;5.212.739.421;6.758.792.552;1.271.752.928;coffee
104;18;30;2.360.301.571;6.039.647.474;6.779.832.611.000.000;1.409.370.415;coffee
